"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Infants","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"381","Slow","WEB","0","B","grade2","Lon Gat",40," AB",14,3,1,0,"A","NO","NO","Mrs","NO","0","2017","11",7,"Tuesday","2018","8",14,"Tuesday","Business_Hour","morning","summer","F"
"382","Slow","WEB","1","A","grade2","GG",65," AA Resort",14,1,1,0,"B","YES","YES","Mrs","YES","0","2018","7",26,"Thursday","2019","10",20,"Sunday","Closed","morning","fall","F"
"383","Slow","WEB","1","B","grade1","ED",55," AB",21,5,3,0,"A","NO","NO","Mrs","NO","0","2017","6",7,"Wednesday","2018","6",29,"Friday","Closed","night","summer","F"
"384","Slow","WEB","0","A","grade1","OTHER",137," AC",14,3,3,0,"A","NO","NO","Mrs","NO","0","2017","9",23,"Saturday","2020","5",4,"Monday","Closed","morning","spring","F"
"385","Slow","WEB","0","A","grade3","MCH",40," JH Area",14,2,0,0,"A","YES","YES","Mrs","NO","0","2017","11",15,"Wednesday","2018","8",23,"Thursday","Closed","morning","summer","F"
"386","Slow","WEB","1","B","grade2","BH",60,"OTHER",14,2,0,0,"B","YES","NO","Mrs","YES","0","2018","6",14,"Thursday","2019","8",9,"Friday","Closed","morning","summer","F"
"387","Slow","WEB","0","B","grade2","Any Airport",30," CC City",14,2,2,0,"B","NO","NO","Mrs","NO","0","2017","3",9,"Thursday","2017","10",7,"Saturday","Business_Hour","morning","fall","F"
"388","Slow","WEB","0","A","grade1","BH",16," AB",14,3,4,0,"A","NO","NO","Mrs","NO","0","2017","4",20,"Thursday","2017","8",12,"Saturday","Business_Hour","morning","summer","F"
"389","Slow","WEB","1","A","grade2","Lon All",25," AB",14,2,2,0,"A","NO","NO","Mrs","NO","0","2017","2",17,"Friday","2017","8",7,"Monday","Closed","night","summer","F"
"390","Slow","WEB","1","A","grade2","Any Airport",37," AC",14,8,2,0,"A","NO","NO","Mrs","NO","0","2017","11",21,"Tuesday","2018","8",9,"Thursday","Business_Hour","afternoon","summer","F"
"391","Slow","WEB","1","A","grade1","Lon All",73," AC",21,4,1,0,"A","NO","NO","Mrs","NO","0","2018","3",18,"Sunday","2019","8",13,"Tuesday","Business_Hour","morning","summer","F"
"392","Slow","WEB","0","OTHER","grade1","Any Airport",15," AC",14,8,3,0,"A","NO","NO","Mrs","NO","0","2018","4",29,"Sunday","2018","8",13,"Monday","Business_Hour","morning","summer","F"
"393","Slow","WEB","0","A","grade1","GG",70," AB",14,6,0,0,"A","NO","NO","Mrs","NO","0","2017","7",12,"Wednesday","2018","11",15,"Thursday","Closed","morning","fall","F"
"394","Slow","WEB","0","A","grade1","Lon Gat",82," JH Area",14,4,1,0,"A","YES","NO","Mrs","NO","0","2017","2",11,"Saturday","2018","9",3,"Monday","Closed","morning","fall","F"
"395","Slow","WEB","0","A","grade2","MCH",68," DC Drive",14,2,0,0,"B","YES","NO","Mrs","YES","0","2018","7",17,"Tuesday","2019","11",5,"Tuesday","Business_Hour","afternoon","fall","F"
"396","Slow","WEB","1","A","grade1","Lon Gat",39," JH Area",14,4,0,0,"A","YES","NO","Mrs","NO","0","2019","1",20,"Sunday","2019","10",20,"Sunday","Business_Hour","afternoon","fall","F"
"397","Slow","WEB","1","A","grade2","MCH",4," AC",7,2,1,0,"None Required","NO","NO","Mrs","NO","0","2017","9",24,"Sunday","2017","10",23,"Monday","Closed","morning","fall","F"
"398","Slow","WEB","1","B","grade3","MCH",37," IO Vista",18,3,0,0,"A","YES","YES","Mrs","NO","0","2017","10",22,"Sunday","2018","7",10,"Tuesday","Closed","morning","summer","F"
"399","Slow","WEB","1","A","grade1","MCH",58," AB",10,5,0,0,"A","NO","NO","Mrs","YES","0","2018","7",2,"Monday","2019","8",11,"Sunday","Business_Hour","morning","summer","F"
"400","Slow","WEB","1","B","grade2","Lon All",47," CC City",10,2,0,0,"B","YES","YES","Mrs","NO","0","2017","10",14,"Saturday","2018","9",3,"Monday","Business_Hour","morning","fall","F"
"401","Slow","WEB","1","A","grade2","GG",79," AB",14,2,0,0,"B","NO","NO","Mrs","NO","0","2018","3",8,"Thursday","2019","9",13,"Friday","Closed","morning","fall","F"
"402","Slow","WEB","0","E","None","GG",52," AB",14,5,2,0,"A","YES","YES","Mrs","NO","0","2017","10",6,"Friday","2018","10",3,"Wednesday","Closed","morning","fall","F"
"403","Extremely Fast","WEB","1","E","None","Lon All",19,"OTHER",14,2,0,0,"A","YES","YES","Mrs","NO","0","2018","4",30,"Monday","2018","9",15,"Saturday","Business_Hour","morning","fall","F"
"404","Extremely Fast","WEB","0","A","grade1","MCH",29," AC",14,2,2,0,"A","NO","NO","Mrs","NO","0","2018","1",15,"Monday","2018","8",6,"Monday","Business_Hour","morning","summer","F"
"405","Extremely Fast","WEB","0","A","grade3","Lon Gat",110," AC",21,2,3,0,"A","NO","NO","Mrs","NO","0","2018","3",10,"Saturday","2020","4",16,"Thursday","Business_Hour","morning","spring","F"
"406","Extremely Fast","WEB","1","A","grade2","Lon Gat",64," AA Resort",14,2,2,0,"B","YES","NO","Mrs","YES","0","2018","8",2,"Thursday","2019","10",25,"Friday","Closed","morning","fall","F"
"407","Extremely Fast","WEB","1","B","grade2","OTHER",47," AA Resort",17,2,1,0,"B","YES","NO","Mrs","YES","0","2018","8",25,"Saturday","2019","7",20,"Saturday","Business_Hour","morning","summer","F"
"408","Extremely Fast","WEB","1","A","grade2","BH",67," NM AB Resort",7,3,1,0,"B","YES","YES","Mrs","YES","0","2018","7",6,"Friday","2019","10",19,"Saturday","Closed","morning","fall","F"
"409","Extremely Fast","WEB","1","OTHER","grade2","ED",45," NM AB Resort",14,4,0,0,"B","YES","NO","Mrs","YES","0","2018","11",25,"Sunday","2019","10",6,"Sunday","Business_Hour","morning","fall","F"
"410","Extremely Fast","WEB","0","B","grade2","BH",46," NM AB Resort",14,3,0,0,"B","YES","YES","Mrs","YES","0","2018","9",18,"Tuesday","2019","8",7,"Wednesday","Business_Hour","morning","summer","F"
"411","Extremely Fast","WEB","1","E","grade1","Lon Gat",27," AC",18,4,0,0,"A","NO","NO","Mrs","NO","0","2017","1",16,"Monday","2017","7",27,"Thursday","Closed","night","summer","F"
"412","Extremely Fast","WEB","0","A","grade2","MCH",27," AC",7,5,0,0,"B","NO","NO","Mrs","NO","0","2017","3",2,"Thursday","2017","9",9,"Saturday","Closed","night","fall","F"
"413","Extremely Fast","WEB","0","A","grade2","Lon All",62," AC",14,2,0,0,"A","NO","NO","Mrs","NO","0","2017","7",21,"Friday","2018","9",28,"Friday","Closed","morning","fall","F"
"414","Extremely Fast","WEB","0","A","grade3","Lon All",61," AC",14,6,4,0,"B","NO","NO","Mrs","NO","0","2018","1",30,"Tuesday","2019","4",2,"Tuesday","Business_Hour","afternoon","spring","F"
"415","Extremely Fast","WEB","1","A","grade2","MCH",88," AB",14,2,0,0,"B","NO","NO","Mrs","NO","0","2018","2",21,"Wednesday","2019","10",27,"Sunday","Closed","morning","fall","F"
"416","Extremely Fast","WEB","1","E","None","Lon All",42," AB",21,4,0,0,"None Required","YES","YES","Mrs","YES","0","2018","10",11,"Thursday","2019","7",31,"Wednesday","Business_Hour","morning","summer","F"
"417","Extremely Fast","WEB","1","A","grade1","Lon Gat",94," JH Area",14,10,1,0,"A","YES","YES","Mrs","NO","0","2017","12",29,"Friday","2019","10",18,"Friday","Closed","morning","fall","F"
"418","Extremely Fast","WEB","0","A","grade2","Lon Heathrow",7,"OTHER",4,1,0,0,"None Required","NO","NO","Mrs","NO","0","2017","2",20,"Monday","2017","4",13,"Thursday","Business_Hour","morning","spring","F"
"419","Extremely Fast","WEB","1","E","grade2","BH",126," AB",21,3,0,0,"A","YES","YES","Mrs","NO","0","2017","5",28,"Sunday","2019","10",29,"Tuesday","Business_Hour","morning","fall","F"
"420","Extremely Fast","WEB","0","A","grade1","Lon Gat",65," AC",14,10,0,0,"A","NO","NO","Mrs","NO","0","2017","6",24,"Saturday","2018","9",19,"Wednesday","Business_Hour","morning","fall","F"
"421","Extremely Fast","WEB","1","A","grade2","OTHER",26," DC Drive",14,3,0,0,"B","NO","NO","Mrs","NO","0","2017","12",27,"Wednesday","2018","6",29,"Friday","Business_Hour","morning","summer","F"
"422","Extremely Fast","WEB","1","OTHER","grade2","Lon All",54," DC Drive",7,2,2,0,"None Required","YES","NO","Mrs","YES","0","2018","8",11,"Saturday","2019","8",19,"Monday","Closed","morning","summer","F"
"423","Extremely Fast","WEB","0","OTHER","grade3","Any Airport",44," AC",14,4,0,0,"None Required","NO","NO","Mrs","NO","0","2017","6",29,"Thursday","2018","5",2,"Wednesday","Business_Hour","afternoon","spring","F"
"424","Extremely Fast","WEB","1","A","grade2","OTHER",36," AC",14,2,1,0,"B","NO","NO","Mrs","NO","0","2018","1",29,"Monday","2018","10",10,"Wednesday","Closed","morning","fall","F"
"425","Extremely Fast","WEB","0","A","grade1","MCH",107," AB",10,3,1,0,"A","YES","YES","Mrs","NO","0","2017","4",28,"Friday","2019","5",16,"Thursday","Closed","morning","spring","F"
"426","Extremely Fast","WEB","1","A","grade2","MCH",51," AC",14,3,2,0,"B","NO","NO","Mrs","NO","0","2017","5",21,"Sunday","2018","5",18,"Friday","Business_Hour","morning","spring","F"
"427","Extremely Fast","WEB","1","A","grade1","Any Airport",48," AB",14,3,2,0,"None Required","NO","NO","Mrs","NO","0","2017","9",11,"Monday","2018","8",14,"Tuesday","Closed","morning","summer","F"
"428","Extremely Fast","WEB","1","B","grade3","MCH",72,"OTHER",10,4,0,0,"A","NO","NO","Mrs","NO","0","2018","3",21,"Wednesday","2019","8",5,"Monday","Closed","morning","summer","F"
"429","Extremely Fast","WEB","1","B","grade2","ED",33," AB",20,2,1,0,"A","YES","NO","Mrs","YES","0","2018","8",12,"Sunday","2019","4",2,"Tuesday","Business_Hour","morning","spring","F"
"430","Slow","WEB","1","B","grade2","GG",50,"OTHER",14,2,0,0,"B","YES","NO","Mrs","YES","0","2018","9",19,"Wednesday","2019","9",7,"Saturday","Business_Hour","afternoon","fall","F"
"431","Slow","WEB","0","A","grade1","MCH",62," AC",14,4,2,1,"A","YES","YES","Mrs","NO","0","2017","3",29,"Wednesday","2018","6",6,"Wednesday","Business_Hour","afternoon","summer","F"
"432","Slow","WEB","1","A","grade2","MCH",49," AA Resort",14,5,1,0,"B","YES","NO","Mrs","YES","0","2018","6",20,"Wednesday","2019","5",29,"Wednesday","Business_Hour","morning","spring","F"
"433","Slow","WEB","0","A","grade2","GG",36," AA Resort",11,3,0,0,"B","YES","NO","Mrs","YES","0","2018","10",30,"Tuesday","2019","7",13,"Saturday","Business_Hour","afternoon","summer","F"
"434","Slow","WEB","0","A","grade1","Lon Gat",17," AC",14,4,2,0,"A","NO","NO","Mrs","NO","0","2018","4",28,"Saturday","2018","8",20,"Monday","Business_Hour","morning","summer","F"
"435","Slow","WEB","0","B","grade3","Lon Heathrow",46,"OTHER",14,3,2,0,"A","YES","YES","Mrs","NO","0","2017","5",11,"Thursday","2018","3",31,"Saturday","Closed","morning","spring","F"
"436","Slow","WEB","0","A","grade1","MCH",61," AB",14,3,3,0,"A","NO","NO","Mrs","NO","0","2017","6",14,"Wednesday","2018","8",18,"Saturday","Business_Hour","morning","summer","F"
"437","Slow","WEB","1","B","grade2","Lon All",26," AB",14,2,0,0,"A","NO","NO","Mrs","NO","0","2017","10",2,"Monday","2018","4",2,"Monday","Closed","morning","spring","F"
"438","Slow","WEB","1","A","grade1","MCH",61," AC",21,5,0,0,"A","NO","NO","Mrs","NO","0","2017","6",7,"Wednesday","2018","8",8,"Wednesday","Closed","morning","summer","F"
"439","Slow","WEB","1","B","grade2","OTHER",27," AB",14,3,1,0,"A","NO","NO","Mrs","NO","0","2018","4",12,"Thursday","2018","10",14,"Sunday","Business_Hour","morning","fall","F"
"440","Slow","WEB","0","OTHER","grade1","Lon Heathrow",76," AA Resort",14,8,0,0,"A","YES","NO","Mrs","NO","0","2017","3",1,"Wednesday","2018","8",13,"Monday","Business_Hour","morning","summer","F"
"441","Slow","WEB","1","A","grade1","Lon All",122," AC",14,6,3,0,"A","YES","YES","Mrs","NO","0","2018","4",15,"Sunday","2020","8",20,"Thursday","Business_Hour","morning","summer","F"
"442","Slow","WEB","1","A","grade1","MCH",16," PP Area",7,4,0,0,"None Required","YES","YES","Mrs","YES","0","2018","10",27,"Saturday","2019","2",16,"Saturday","Closed","night","winter","F"
"443","Slow","WEB","0","A","grade2","Lon All",31," DC Drive",7,2,1,0,"A","NO","NO","Mrs","YES","0","2018","10",20,"Saturday","2019","5",25,"Saturday","Business_Hour","morning","spring","F"
"444","Slow","WEB","1","A","grade1","GG",17," AB",14,4,0,0,"A","YES","YES","Mrs","YES","0","2019","1",15,"Tuesday","2019","5",18,"Saturday","Closed","night","spring","F"
"445","Slow","WEB","1","E","grade1","Lon Gat",70," AB",14,7,1,0,"A","YES","YES","Mrs","NO","0","2017","5",8,"Monday","2018","9",11,"Tuesday","Business_Hour","morning","fall","F"
"446","Slow","WEB","0","A","grade1","Lon Gat",63," AC",14,4,2,0,"A","YES","YES","Mrs","NO","0","2018","1",27,"Saturday","2019","4",8,"Monday","Business_Hour","morning","spring","F"
"447","Slow","WEB","0","A","grade2","MCH",39," AC",14,2,2,0,"B","NO","NO","Mrs","NO","0","2017","11",2,"Thursday","2018","8",1,"Wednesday","Closed","morning","summer","F"
"448","Slow","WEB","0","A","grade2","Lon Gat",43," PP Area",14,3,0,0,"B","YES","NO","Mrs","YES","0","2018","10",13,"Saturday","2019","8",10,"Saturday","Business_Hour","morning","summer","F"
"449","Slow","WEB","0","OTHER","grade2","GG",33," AC",14,4,0,0,"A","NO","NO","Mrs","NO","0","2017","10",11,"Wednesday","2018","5",27,"Sunday","Business_Hour","afternoon","spring","F"
"450","Slow","WEB","1","A","grade1","MCH",59," AC",14,6,4,0,"A","YES","YES","Mrs","NO","0","2017","5",21,"Sunday","2018","7",10,"Tuesday","Closed","morning","summer","F"
"451","Slow","WEB","1","OTHER","None","Lon All",47," SF",1,2,0,0,"None Required","NO","NO","Mrs","YES","0","2018","7",10,"Tuesday","2019","6",8,"Saturday","Business_Hour","afternoon","summer","F"
"452","Slow","WEB","0","A","grade1","MCH",76," JH Area",14,4,0,0,"A","YES","YES","Mrs","NO","0","2017","6",16,"Friday","2018","12",1,"Saturday","Closed","morning","winter","F"
"453","Slow","WEB","0","A","grade2","MCH",47," DC Drive",10,2,1,0,"A","YES","YES","Mrs","NO","0","2017","9",20,"Wednesday","2018","8",17,"Friday","Closed","morning","summer","F"
"454","Slow","WEB","1","A","grade2","MCH",77," AB",14,4,1,0,"A","YES","NO","Mrs","NO","0","2017","2",18,"Saturday","2018","8",11,"Saturday","Business_Hour","morning","summer","F"
"455","Slow","WEB","1","A","grade2","Lon All",32," PP Area",10,1,1,0,"None Required","NO","NO","Mrs","YES","0","2018","9",8,"Saturday","2019","4",19,"Friday","Closed","morning","spring","F"
"456","Slow","WEB","0","A","grade1","MCH",13," AB",14,2,1,0,"A","YES","NO","Mrs","NO","0","2017","1",1,"Sunday","2017","4",8,"Saturday","Closed","morning","spring","F"
"457","Slow","WEB","1","B","grade2","MCH",49," LV",9,4,0,0,"B","YES","YES","Mrs","NO","0","2017","11",9,"Thursday","2018","10",18,"Thursday","Business_Hour","morning","fall","F"
"458","Slow","WEB","0","A","grade2","MCH",61," AC",14,2,2,0,"B","NO","NO","Mrs","NO","0","2017","3",19,"Sunday","2018","5",20,"Sunday","Closed","morning","spring","F"
"459","Slow","WEB","1","A","grade2","MCH",74," AC",14,2,0,0,"None Required","NO","NO","Mrs","NO","0","2018","4",12,"Thursday","2019","9",12,"Thursday","Closed","morning","fall","F"
"460","Slow","WEB","0","A","grade2","Any Airport",24," AA Resort",21,2,0,0,"None Required","YES","YES","Mrs","NO","0","2018","2",22,"Thursday","2018","8",5,"Sunday","Business_Hour","afternoon","summer","F"
"461","Slow","WEB","0","OTHER","grade2","OTHER",44," DC Drive",7,2,0,0,"None Required","YES","NO","Mrs","YES","0","2018","9",5,"Wednesday","2019","7",8,"Monday","Business_Hour","afternoon","summer","F"
"462","Slow","WEB","1","A","grade2","MCH",53," DC Drive",14,2,0,0,"A","NO","NO","Mrs","NO","0","2017","11",10,"Friday","2018","11",14,"Wednesday","Closed","morning","fall","F"
"463","Slow","WEB","1","A","grade1","Lon All",71," AB",14,10,1,1,"A","NO","NO","Mr","NO","0","2018","2",11,"Sunday","2019","6",24,"Monday","Business_Hour","morning","summer","M"
"464","Slow","WEB","1","A","grade2","MCH",18," DC Drive",12,2,0,0,"None Required","NO","NO","Mr","NO","0","2017","5",19,"Friday","2017","9",17,"Sunday","Business_Hour","afternoon","fall","M"
"465","Slow","WEB","1","A","grade2","MCH",84," AC",9,4,1,0,"B","NO","NO","Mr","NO","0","2017","7",12,"Wednesday","2019","2",21,"Thursday","Business_Hour","afternoon","winter","M"
"466","Slow","WEB","0","A","grade2","Lon Heathrow",22," AA Resort",18,2,0,0,"B","YES","YES","Mr","NO","0","2017","11",14,"Tuesday","2018","4",15,"Sunday","Business_Hour","morning","spring","M"
"467","Slow","WEB","0","A","grade1","Lon Heathrow",59," JH Area",14,6,0,0,"A","YES","YES","Mr","NO","0","2017","4",28,"Friday","2018","6",13,"Wednesday","Business_Hour","morning","summer","M"
"468","Slow","WEB","1","A","grade1","MCH",15," AB",14,3,1,0,"A","NO","NO","Mr","NO","0","2017","4",16,"Sunday","2017","8",1,"Tuesday","Business_Hour","morning","summer","M"
"469","Slow","WEB","1","A","grade1","GG",18," AB",14,4,1,0,"None Required","NO","NO","Mr","NO","0","2017","7",5,"Wednesday","2017","11",7,"Tuesday","Business_Hour","afternoon","fall","M"
"470","Slow","WEB","0","A","grade1","Lon Gat",42," AB",14,4,0,0,"None Required","NO","NO","Mr","NO","0","2017","11",1,"Wednesday","2018","8",21,"Tuesday","Business_Hour","afternoon","summer","M"
"471","Slow","WEB","0","A","grade1","Lon All",43," AC",10,3,2,0,"A","NO","NO","Mr","NO","0","2017","11",21,"Tuesday","2018","9",20,"Thursday","Business_Hour","morning","fall","M"
"472","Slow","WEB","1","A","grade2","Lon All",17," AA Resort",14,3,0,0,"B","NO","NO","Mr","NO","0","2017","4",1,"Saturday","2017","7",23,"Sunday","Business_Hour","afternoon","summer","M"
"473","Slow","WEB","1","A","grade2","Lon All",42," AB",14,1,1,0,"B","NO","NO","Mr","NO","0","2017","12",19,"Tuesday","2018","10",11,"Thursday","Business_Hour","morning","fall","M"
"474","Slow","WEB","1","A","grade2","Lon All",48," AC",14,3,2,0,"A","NO","NO","Mr","NO","0","2018","4",29,"Sunday","2019","4",6,"Saturday","Closed","morning","spring","M"
"475","Slow","WEB","0","A","grade3","MCH",21," AB",14,6,2,0,"A","NO","NO","Mr","NO","0","2017","12",18,"Monday","2018","5",18,"Friday","Business_Hour","afternoon","spring","M"
"476","Slow","WEB","1","A","grade2","MCH",47," DC Drive",14,2,0,0,"B","YES","NO","Mr","YES","0","2018","10",27,"Saturday","2019","9",19,"Thursday","Closed","morning","fall","M"
"477","Slow","WEB","1","A","grade2","Lon All",42," CC City",3,2,0,0,"B","NO","NO","Mr","NO","0","2017","1",10,"Tuesday","2017","10",29,"Sunday","Business_Hour","morning","fall","M"
"478","Slow","WEB","1","A","grade2","MCH",70," AC",14,2,0,0,"None Required","NO","NO","Mr","NO","0","2017","4",10,"Monday","2018","8",17,"Friday","Business_Hour","morning","summer","M"
"479","Slow","WEB","1","OTHER","grade1","Any Airport",48," AC",14,7,3,0,"None Required","YES","YES","Mr","NO","0","2017","4",27,"Thursday","2018","3",29,"Thursday","Business_Hour","afternoon","spring","M"
"480","Slow","WEB","1","A","grade1","Lon All",32," JH Area",10,4,0,0,"None Required","YES","YES","Mr","NO","0","2019","1",8,"Tuesday","2019","8",21,"Wednesday","Business_Hour","morning","summer","M"
"481","Slow","WEB","1","E","None","Lon All",24," AB",21,2,2,0,"A","NO","NO","Mr","NO","0","2018","2",16,"Friday","2018","8",4,"Saturday","Business_Hour","afternoon","summer","M"
"482","Slow","WEB","1","B","grade2","Lon All",49,"OTHER",3,2,0,0,"None Required","NO","NO","Mr","NO","0","2018","2",27,"Tuesday","2019","2",8,"Friday","Business_Hour","afternoon","winter","M"
"483","Slow","WEB","0","A","grade1","GG",77," AC",14,8,1,0,"A","NO","NO","Mr","NO","0","2017","10",4,"Wednesday","2019","3",29,"Friday","Business_Hour","morning","spring","M"
"484","Slow","WEB","0","B","grade2","MCH",7," AC",7,4,0,0,"A","YES","YES","Mr","NO","0","2018","1",25,"Thursday","2018","3",16,"Friday","Business_Hour","afternoon","spring","M"
"485","Slow","WEB","0","A","grade2","ED",12," CC City",6,2,0,0,"None Required","NO","NO","Mr","NO","0","2017","2",14,"Tuesday","2017","5",12,"Friday","Business_Hour","morning","spring","M"
"486","Slow","WEB","0","A","grade1","MCH",100," AB",14,6,2,0,"A","NO","NO","Mr","NO","0","2017","10",18,"Wednesday","2019","9",18,"Wednesday","Business_Hour","morning","fall","M"
